"AirTemperature","Pressure","Humidity","WaterTemperature","WindSpeed"
26.1,1012.4,78.9,26.34,18.5724
26.1,1012.3,77.9,26.3,18.1296
25.9,1012.2,76.8,26.28,17.1396
26.1,1012.1,78,26.34,15.3756
25.9,1012,76.5,26.35,16.3152
26.2,1011.9,77.9,26.33,17.9676
25.8,1011.8,76.6,26.32,22.6728
25.7,1011.7,76.9,26.29,18.4176
25.7,1011.6,78.7,26.24,13.5576
25.6,1011.5,77.8,26.22,11.5164
26.1,1011.3,79.5,26.26,12.3372
26,1011.2,77.5,26.28,17.8092
26.1,1010.9,77.3,26.29,17.82
26,1010.9,76.2,26.31,18.6444
26,1010.8,74.4,26.29,17.91
25.9,1010.8,73.6,26.27,16.1208
26,1010.7,73,26.24,16.0416
26.1,1010.7,72.3,26.24,16.29
26,1010.5,73.7,26.27,15.7608
26.1,1010.4,76.8,26.31,13.14
26.1,1010.3,77.2,26.34,13.9248
25.9,1010.3,76.7,26.38,14.6088
26,1010.3,77.5,26.42,16.0632
25.9,1010.3,76.4,26.45,16.7616
26,1010.4,76.3,26.5,16.8516
25.9,1010.5,75.4,26.5,18.5832
26.1,1010.4,76.3,26.53,17.6148
25.9,1010.4,74.6,26.54,18.72
25.9,1010.4,72.7,26.55,20.2104
26,1010.4,74,26.53,20.4984
25.9,1010.5,74.4,26.53,20.6352
25.9,1010.7,74.6,26.53,19.278
25.9,1010.8,75.8,26.53,18.6084
25.9,1010.8,74.2,26.5,18.594
25.9,1010.9,74,26.46,18.7884
25.9,1011,72.7,26.47,17.9856
26,1011.1,73.8,26.5,18.7056
26.1,1011.2,74.6,26.51,16.9848
26.1,1011.3,74.3,26.52,16.686
26.2,1011.5,74.1,26.5,19.2132
26.1,1011.6,73.1,26.5,19.9368
26.3,1011.8,71.7,26.48,18.7524
26.2,1011.9,70.5,26.46,18.9216
26.3,1012.1,71,26.47,17.9712
26.2,1012.2,71.6,26.46,16.4556
26.3,1012.4,71.8,26.45,17.5248
26.3,1012.4,73.1,26.45,16.8372
26.3,1012.5,73.2,26.38,16.398
26.4,1012.7,73.5,26.28,15.7824
26.4,1012.8,73.4,26.3,16.4808
26.2,1012.8,74.6,26.3,16.8768
26.4,1013,75.8,26.3,17.7948
26.4,1013.2,71.7,26.39,18.6336
26.5,1013.2,73.1,26.41,18.4032
26.5,1013.3,74.8,26.43,17.7768
26.6,1013.2,75.5,26.46,17.838
26.4,1013.2,74.5,26.48,18.4752
26.4,1013.4,73,26.53,17.8632
26.6,1013.4,72.5,26.56,17.8992
26.5,1013.6,72.7,26.61,16.9128
26.4,1013.5,74,26.64,17.5752
26.5,1013.6,73.8,26.67,15.9084
26.4,1013.6,75,26.63,18.6984
26.4,1013.6,74.4,26.64,20.5056
26.6,1013.5,72.3,26.67,18.9972
26.6,1013.5,71.5,26.75,19.0512
26.7,1013.4,71.5,26.8,19.08
26.7,1013.4,72.4,26.82,19.818
26.5,1013.4,70.3,26.85,21.0348
26.6,1013.4,72.5,26.87,19.6236
26.6,1013.3,70.4,26.87,18.0144
26.5,1013.2,68.4,26.88,16.9272
26.6,1013.2,68.1,26.9,16.8732
26.7,1013,70.3,26.9,15.6888
26.6,1012.8,68.5,26.92,15.552
26.8,1012.8,71.3,26.93,14.8572
26.6,1012.6,71.4,26.94,14.832
26.6,1012.4,72.1,26.9,15.8544
26.7,1012.4,71.1,26.95,14.9868
26.6,1012.4,68.2,26.95,16.4736
26.7,1012.3,70.6,26.96,15.6672
26.6,1012.2,73.9,26.94,14.4072
26.4,1012.1,70.8,26.95,16.8696
26.7,1012,72.4,26.98,16.7148
26.6,1011.9,71.4,26.99,15.2244
26.6,1011.9,71.7,26.99,15.7644
26.5,1011.9,69.8,26.99,15.2568
26.7,1011.8,69,26.99,16.7688
26.6,1011.8,69.1,26.99,17.8488
26.7,1011.7,66.6,26.99,18.6552
26.9,1011.7,69.1,27.01,17.9424
26.7,1011.8,69.4,26.99,19.8072
26.7,1011.6,71,26.96,15.732
26.7,1011.5,69.1,26.97,18.7956
26.8,1011.6,69.7,26.95,19.818
26.7,1011.6,63.7,26.95,21.942
26.7,1011.6,65.2,26.95,19.4364
26.7,1011.7,65.7,26.93,18.7488
26.7,1011.7,66,26.93,17.5572
26.8,1011.7,68.4,26.93,19.4796
26.8,1011.8,68.3,26.93,18.8424
26.8,1011.8,70,26.93,17.8344
26.7,1011.8,67.6,26.94,17.82
26.8,1011.8,68.8,26.93,18.774
26.8,1012,66.9,26.93,20.646
26.8,1012.1,67.3,26.93,17.9892
26.8,1012.2,70.5,26.93,20.934
26.7,1012.4,71.7,26.93,18.756
26.5,1012.5,70.3,26.93,19.6884
26.6,1012.6,71,26.92,19.422
26.5,1012.7,69.5,26.91,20.124
26.6,1012.9,69.4,26.91,20.7252
26.6,1013,70,26.91,21.1032
26.6,1013.1,69.9,26.9,21.8844
26.6,1013.2,70,26.89,20.9448
26.7,1013.2,71.7,26.89,20.1852
26.6,1013.4,73.7,26.89,20.0952
26.6,1013.4,70.9,26.89,20.538
26.5,1013.4,71.8,26.87,20.0592
26.7,1013.5,72.4,26.85,20.2176
26.6,1013.5,72.1,26.85,21.2256
26.5,1013.5,71,26.85,22.0068
26.5,1013.5,70.5,26.85,21.5856
26.5,1013.6,70.5,26.85,20.2536
26.5,1013.7,70.1,26.85,20.8332
26.6,1013.8,72.3,26.85,17.5356
26.6,1013.8,73,26.85,21.5244
26.4,1013.7,71.9,26.84,20.4984
26.4,1013.8,70,26.84,20.6496
26.5,1013.8,69.1,26.84,21.2616
26.5,1013.8,72,26.84,19.6704
26.4,1013.8,72,26.84,19.7676
26.4,1014,71.4,26.84,18.918
26.4,1014,71.5,26.84,19.6812
26.4,1014,71.4,26.84,18.8136
26.4,1014,71.5,26.82,18.3564
26.3,1014.1,70.2,26.82,20.2896
26.4,1014,70.7,26.82,22.0356
26.3,1014,72.3,26.81,20.0556
26.3,1014,72.9,26.81,21.384
26.3,1013.9,73.5,26.8,19.818
26.3,1013.8,72.3,26.8,20.2356
26.4,1013.9,72,26.79,18.576
26.1,1013.8,69.6,26.79,18.5364
26.3,1013.6,70.2,26.79,17.6868
26.1,1013.6,72.3,26.79,16.5096
26.3,1013.5,74.1,26.79,16.6968
26.1,1013.4,72.6,26.78,16.5636
26.2,1013.3,74.1,26.72,15.7248
26.2,1013.2,73.3,26.66,17.532
26.1,1013,70.9,26.63,17.37
26.1,1012.8,71.6,26.61,17.4564
26,1012.6,71.5,26.58,15.462
26.1,1012.6,72.6,26.54,16.8192
25.9,1012.4,71,26.52,17.4132
26,1012.3,71.9,26.5,17.604
26.1,1012.2,74.6,26.5,17.6868
26,1012.1,71.8,26.53,18.396
26,1012,71.9,26.58,17.316
25.9,1011.9,72.7,26.59,16.7436
25.9,1011.8,72.8,26.63,15.714
26.1,1011.8,73.4,26.65,13.9896
25.8,1011.8,72.6,26.66,13.2732
26,1011.8,74.4,26.66,14.0112
26,1011.7,74.5,26.63,13.5108
25.9,1011.5,73,26.64,15.246
26,1011.5,74.6,26.71,14.5404
26,1011.5,74.5,26.72,13.9968
25.9,1011.6,73.6,26.69,13.194
25.9,1011.6,73.8,26.66,14.31
25.9,1011.7,73,26.66,12.6504
26.1,1011.8,74.6,26.66,12.6468
25.9,1011.8,74.1,26.66,13.176
25.9,1011.8,73.3,26.63,11.8836
25.9,1012,73,26.63,10.9872
26.1,1012,74.6,26.63,12.0132
25.9,1012.2,73.7,26.63,15.57
25.9,1012.2,74.5,26.54,14.7636
25.9,1012.3,74.9,26.51,14.904
25.9,1012.3,73.3,26.5,15.102
25.8,1012.3,74.1,26.5,16.3188
25.9,1012.4,73.2,26.52,15.9624
25.9,1012.4,74.3,26.54,13.7304
26.1,1012.6,73.7,26.56,14.526
26.1,1012.8,73.6,26.6,13.6764
26,1012.9,72,26.6,13.8492
26.1,1013,72.6,26.66,12.9888
26.1,1013.1,74.3,26.66,13.6188
26,1013.3,74.1,26.66,15.2064
26,1013.5,73.6,26.66,16.1784
26.1,1013.5,72,26.63,15.93
26,1013.6,69.3,26.63,17.064
26.3,1013.7,71.5,26.63,15.066
26.3,1013.8,72.6,26.63,14.1336
26.2,1014,70.3,26.63,15.336
26.2,1014,71.6,26.62,14.1552
26.3,1014.1,70.9,26.64,14.6016
26.3,1014.3,72.1,26.63,15.1884
26.3,1014.3,71,26.64,14.994
26.4,1014.3,70.1,26.65,14.85
26.4,1014.4,69.2,26.64,13.8276
26.4,1014.4,71.3,26.64,13.9428
26.3,1014.5,69.8,26.61,13.608
26.4,1014.5,70.6,26.61,11.3184
26.4,1014.6,70,26.64,13.2336
26.4,1014.5,71,26.61,11.3184
26.4,1014.5,71.3,26.65,13.3236
26.4,1014.5,69.3,26.68,13.9428
26.4,1014.5,70.3,26.72,13.3452
26.3,1014.6,69.5,26.74,13.8132
26.4,1014.5,70.1,26.77,11.4372
26.3,1014.5,70.7,26.77,11.3472
26.4,1014.4,70.9,26.8,12.1248
26.4,1014.3,69.5,26.82,12.42
26.5,1014.1,70.5,26.85,12.9564
26.3,1013.8,68.4,26.87,12.3336
26.3,1013.7,69.3,26.87,11.4264
26.3,1013.6,69.8,26.9,12.9096
26.3,1013.6,70.8,26.9,12.15
26.3,1013.4,69.9,26.9,13.4172
26.3,1013.3,70.7,26.9,14.4576
26.4,1013.1,71,26.9,13.5972
26.3,1012.8,69.6,26.9,13.554
26.3,1012.6,70,26.91,12.8592
26.3,1012.4,68.3,26.92,12.7908
26.3,1012.3,68.4,26.93,13.5864
26.3,1012.2,68.7,26.93,13.2048
26.2,1012.2,69.3,26.96,13.9032
26.3,1012,68.6,26.96,13.7304
26.4,1012,68.6,26.98,12.924
26.3,1011.8,69.8,26.98,14.2056
26.3,1011.8,67.8,26.99,13.5288
26.3,1011.7,68.2,26.99,14.5656
26.3,1011.5,68.7,26.99,14.8536
26.3,1011.5,65.5,26.99,14.8572
26.4,1011.5,67.8,27.01,14.6988
26.4,1011.6,69.7,27.01,13.248
26.3,1011.5,71.1,27.01,12.6504
26.3,1011.6,70,26.99,13.1004
26.3,1011.5,67.9,26.98,13.1328
26.3,1011.6,68.1,26.96,13.842
26.3,1011.6,67.4,26.95,14.112
26.5,1011.5,70,26.94,14.2056
26.4,1011.5,69.5,26.94,13.014
26.4,1011.5,71.1,26.93,14.5692
26.4,1011.5,71.5,26.93,14.8752
26.3,1011.6,71.1,26.93,17.4816
26.2,1011.8,71.4,26.9,16.9236
26.1,1011.6,70,26.9,16.1136
26.2,1011.7,71.1,26.91,16.1568
26.2,1011.9,69.6,26.91,15.9948
26.2,1012,67.9,26.9,16.4844
26.2,1012,67.4,26.9,15.7824
26.2,1012.2,65.4,26.88,17.3304
26.2,1012.3,66.4,26.88,15.246
26.3,1012.4,66.6,26.88,15.2856
26.3,1012.6,69.1,26.89,12.5388
26.2,1012.8,69,26.89,13.8492
26.2,1012.8,69.3,26.89,12.8304
26.2,1012.9,69.7,26.88,13.2408
26.3,1013,71.5,26.87,13.6512
26.2,1013,70.3,26.86,13.7808
26.2,1012.9,69.8,26.85,16.0092
26.3,1012.9,70.8,26.85,12.5928
26.3,1013,69.4,26.86,13.4892
26.3,1013.2,69.7,26.85,12.9456
26.3,1013.3,71,26.85,12.8304
26.2,1013.4,70.5,26.85,16.6644
26.1,1013.6,69,26.84,15.642
26.2,1013.7,68.5,26.85,14.9112
26.3,1013.8,66.7,26.85,13.3524
26.3,1013.8,65.5,26.85,13.6476
26.3,1013.9,68.4,26.85,14.238
26.3,1013.9,66.6,26.85,14.5332
26.2,1013.9,67.2,26.86,15.93
26.4,1014,71.4,26.85,14.958
26.2,1013.8,71.8,26.85,15.1884
26.2,1013.8,70.3,26.85,15.12
26.4,1013.7,71.9,26.85,16.3548
26.1,1013.7,71.1,26.79,19.5588
26.2,1013.7,72.4,26.75,17.9244
26.1,1013.8,72.9,26.74,16.4844
26,1013.8,70.9,26.72,15.9876
26.1,1014,71.3,26.72,16.11
26.1,1013.8,71.1,26.72,15.6204
26.1,1013.7,71.9,26.72,16.866
26.1,1013.8,70.9,26.71,18.774
26.1,1013.7,71.3,26.7,17.1864
26.1,1013.6,70.4,26.69,18.9468
26.1,1013.7,70.1,26.69,17.5248
26.2,1013.4,70.9,26.67,16.5672
26.2,1013.2,71.2,26.66,17.1972
26.1,1013,70.9,26.66,17.5212
25.9,1013,71,26.66,15.048
25.9,1012.8,70.6,26.66,14.0904
25.9,1012.6,71.6,26.66,15.2136
25.9,1012.6,73.1,26.66,14.9004
25.9,1012.8,72.7,26.66,15.426
26,1012.7,73.9,26.65,12.1428
25.9,1012.8,73.8,26.63,9.5796
26,1012.9,74,26.59,7.5456
26,1012.8,74.8,26.57,11.2932
26,1012.7,74.9,26.55,15.1344
25.8,1012.8,73.6,26.54,14.0544
25.9,1012.7,73.5,26.53,13.2876
25.8,1012.6,73.3,26.53,13.6728
25.9,1012.4,73.4,26.54,13.8636
25.8,1012.3,73,26.56,16.2756
25.9,1012.4,73,26.56,15.8148
25.8,1012.4,72.8,26.56,16.2576
25.8,1012.5,73,26.58,14.6556
25.7,1012.6,72.4,26.6,13.5792
25.8,1012.8,71.8,26.6,11.1348
25.8,1012.8,72.1,26.6,11.1384
25.9,1012.7,74.3,26.63,12.7476
25.8,1012.6,73.1,26.66,14.7528
25.8,1012.5,73.2,26.66,15.4872
25.7,1012.4,71.6,26.66,16.6212
25.8,1012.4,72,26.66,17.946
25.7,1012.4,73.5,26.66,17.4132
25.7,1012.4,73.5,26.66,16.9272
25.7,1012.5,71.5,26.66,16.29
25.7,1012.6,69.5,26.63,13.3704
25.8,1012.7,68.9,26.63,11.664
25.8,1012.8,69.3,26.62,11.3148
25.8,1012.9,69.5,26.55,12.528
25.9,1013,72.3,26.53,12.4092
25.8,1013.1,70,26.49,14.4288
25.9,1013.4,70,26.49,10.5516
26.1,1013.6,69.7,26.46,9.5652
26,1013.6,71.3,26.46,11.1348
26,1013.6,69.3,26.47,12.9168
26,1013.8,68.2,26.47,13.9068
26.2,1014,69.9,26.49,14.6664
26.3,1013.9,69.8,26.51,15.1884
26.1,1014,68.6,26.5,17.154
26.1,1014,66.8,26.53,14.8824
26.2,1014.2,67.7,26.56,13.1364
26.2,1014.3,67.8,26.59,12.8088
26.2,1014.3,67.4,26.63,13.2264
26.2,1014.3,68.6,26.64,14.1732
26.2,1014.5,69.3,26.67,14.4396
26.3,1014.7,69,26.67,10.3824
26.3,1014.7,69.1,26.69,10.7028
26.4,1014.8,70.1,26.7,9.9324
26.3,1014.7,71,26.7,9.7524
26.3,1014.8,70.2,26.7,10.98
26.3,1014.8,70.2,26.68,10.9872
26.4,1014.7,70.3,26.7,8.1612
26.5,1014.6,70.6,26.74,8.6148
26.4,1014.6,70.7,26.75,9.3492
26.4,1014.4,71.1,26.77,10.0512
26.4,1014.1,71.5,26.8,9.54
26.3,1014.1,70.9,26.8,10.2168
26.4,1014,70.7,26.81,9.5292
26.5,1013.9,71.3,26.82,9.0252
26.4,1013.9,69.2,26.83,8.4528
26.4,1013.7,70,26.85,9.2052
26.5,1013.7,69.5,26.87,7.272
26.5,1013.6,68,26.87,7.7904
26.4,1013.6,69.7,26.87,8.442
26.5,1013.4,69.8,26.9,9.2556
26.4,1013.3,69.2,26.9,9.7884
26.5,1013.2,68.5,26.9,8.7408
26.5,1013,68.9,26.91,7.3908
26.4,1012.6,68.6,26.91,8.7804
26.5,1012.6,70.5,26.92,9.126
26.4,1012.4,69.5,26.9,9.5508
26.5,1012.4,69.8,26.9,7.1568
26.4,1012,69.6,26.88,6.7644
26.4,1012,69.8,26.88,5.3712
26.6,1011.9,69.9,26.89,3.4884
26.4,1011.8,69.9,26.89,5.2488
26.5,1011.8,70.7,26.9,5.5368
26.5,1011.7,71,26.91,5.3568
26.7,1011.7,71.1,26.93,3.2868
26.6,1011.5,70.1,26.93,4.3164
26.6,1011.4,71.2,26.92,5.9292
26.5,1011.2,72.5,26.88,7.3008
26.4,1011.1,71.9,26.87,8.0892
26.5,1011.1,73,26.86,8.7984
26.5,1011.1,72.2,26.85,7.9632
26.5,1011.1,73.3,26.82,9.63
26.4,1011,71.9,26.82,10.9332
26.3,1011,71.1,26.8,10.98
26.4,1010.9,71.4,26.8,10.3428
26.4,1010.9,72.5,26.81,11.79
26.4,1010.9,71.2,26.8,11.304
26.4,1010.9,70.9,26.82,11.6532
26.4,1010.9,69.5,26.82,12.4272
26.4,1010.9,69.3,26.82,11.556
26.4,1010.9,69.1,26.83,13.0464
26.4,1010.9,69,26.83,12.2904
26.5,1011.1,68.7,26.85,11.5488
26.5,1011.1,71,26.85,9.774
26.4,1011.1,69.7,26.83,11.052
26.5,1011.3,69.6,26.82,11.2968
26.4,1011.4,70.3,26.82,10.1628
26.5,1011.4,71.2,26.82,10.386
26.3,1011.5,70.3,26.82,10.1448
26.4,1011.5,71.7,26.82,10.7856
26.5,1011.6,70.5,26.83,11.7432
26.4,1011.8,70.9,26.84,10.4544
26.4,1011.7,71.2,26.84,12.4884
26.4,1011.6,71.9,26.85,14.4504
26.4,1011.7,73.1,26.86,14.3856
26.4,1011.9,73.2,26.86,14.6412
26.4,1012,72.7,26.85,15.1236
26.4,1012,72.7,26.86,15.57
26.4,1012,71.8,26.85,14.8392
26.4,1012.2,72.3,26.85,14.4144
26.5,1012.2,72.3,26.85,13.392
26.4,1012.2,73.1,26.85,14.3244
26.5,1012.2,73.2,26.87,13.9572
26.4,1012.3,73,26.88,14.0616
26.4,1012.3,73.9,26.88,14.382
26.4,1012.4,73.2,26.88,15.0588
26.3,1012.4,72.3,26.9,14.8932
26.5,1012.4,73.9,26.92,17.4888
26.3,1012.5,72.2,26.92,16.3908
26.4,1012.6,72.5,26.92,16.8372
26.4,1012.6,73.1,26.92,18.7272
26.4,1012.7,73.4,26.92,18.0612
26.5,1012.6,73.1,26.92,18.9216
26.3,1012.5,72.3,26.92,20.1708
26.4,1012.5,73.1,26.93,18.5364
26.4,1012.4,74.9,26.93,19.89
26.5,1012.5,75.1,26.93,20.5236
26.4,1012.4,73.7,26.93,20.3292
26.3,1012.4,73.8,26.92,20.916
26.4,1012.3,74.3,26.92,21.3948
26.3,1012.3,73.6,26.92,20.8044
26.4,1012.2,74.2,26.92,19.476
26.4,1012,74.6,26.92,19.0332
26.4,1011.9,72.9,26.92,19.2708
26.3,1011.8,74.7,26.92,18.6912
26.3,1011.8,73.5,26.92,19.7748
26.3,1011.8,75.4,26.9,19.1232
26.3,1011.8,74.3,26.9,20.9844
26.2,1011.7,75.2,26.88,19.4868
26.2,1011.6,74,26.9,21.7116
26.1,1011.5,74,26.9,20.0736
26.2,1011.4,74.7,26.91,20.7144
26,1011.3,72.7,26.9,22.1148
26.3,1011.1,74.9,26.9,20.4408
26.2,1010.9,73.2,26.9,21.2472
26.1,1010.8,75.1,26.88,20.5704
26,1010.7,73.4,26.88,19.2888
26.1,1010.6,73.3,26.88,20.0484
26.1,1010.6,75.2,26.88,18.4176
26.1,1010.7,75.5,26.87,18.4896
26.1,1010.7,74.8,26.88,17.2116
26,1010.7,75.5,26.88,15.2316
26.3,1010.7,77.7,26.88,15.7248
26.2,1010.6,75,26.86,21.9564
26.1,1010.7,75.9,26.85,21.8736
26,1010.7,74.3,26.85,20.8548
26,1010.8,74.5,26.85,19.6884
26.3,1010.9,77.8,26.85,20.0124
26.2,1011.1,75.7,26.85,22.6548
26.1,1011,75,26.85,23.8932
26.2,1011,74.8,26.85,23.9364
26.1,1011,72.5,26.85,25.0416
26.1,1011.2,73,26.85,24.9948
26.2,1011.2,71.5,26.85,24.8652
26.1,1011.2,72.2,26.85,24.9624
26.3,1011.2,76.2,26.85,22.8924
26.2,1011.4,72.9,26.85,23.0364
26.2,1011.5,73.7,26.85,25.1496
26.2,1011.5,75.5,26.85,27.5328
26.2,1011.7,72.9,26.85,27.5508
26.1,1011.9,71.9,26.85,25.362
26.3,1011.9,75.9,26.85,23.4972
26.4,1012,74.9,26.85,23.0616
26.3,1012.3,74.2,26.85,25.4016
26.3,1012.5,74.2,26.85,23.166
26.3,1012.8,73.2,26.85,23.3784
26.4,1012.8,73.1,26.87,23.0436
26.4,1013,72.5,26.89,22.1616
26.4,1013.2,72.4,26.9,26.1108
26.4,1013.3,73,26.89,25.4664
26.5,1013.3,71.6,26.93,24.0588
26.7,1013.6,70.4,26.95,22.8204
26.5,1013.8,70.7,26.95,23.3208
26.8,1014,72.5,26.95,22.8204
26.5,1014.1,71.8,26.92,20.2644
26.6,1014.3,71.2,26.9,19.5084
26.7,1014.4,72.5,26.96,20.25
26.7,1014.3,71.6,26.99,20.088
26.6,1014.1,71.5,27,17.5032
26.5,1014.1,69.2,27.01,18.612
26.7,1014.1,71.6,27.03,17.6544
26.7,1014,70.4,27.04,17.4528
26.6,1013.9,71.1,27.05,19.4796
26.6,1014,71.7,27.06,20.8656
26.5,1013.8,71.1,27.06,20.2176
26.5,1013.8,70.4,27.07,21.9888
26.6,1013.7,71.4,27.09,21.4812
26.7,1013.6,71.8,27.07,21.348
26.6,1013.5,72.8,27.1,21.3408
26.5,1013.3,71.3,27.12,21.4272
26.5,1013.3,70.1,27.13,21.7116
26.6,1013.3,71.5,27.15,21.5892
26.6,1013.3,72.3,27.15,21.3912
26.6,1013.3,71.7,27.16,21.1896
26.6,1013.3,69.9,27.18,20.4084
26.7,1013.2,70.7,27.2,19.9692
26.6,1013,72.2,27.19,19.1088
26.7,1012.6,73.3,27.19,19.0728
26.6,1012.6,73.5,27.18,18.792
26.5,1012.5,70.4,27.18,19.5588
26.6,1012.4,71.7,27.19,17.496
26.6,1012.3,72.1,27.21,19.6812
26.7,1012.2,73.7,27.21,18.5292
26.6,1012.2,73,27.18,19.2564
26.7,1012,71.7,27.21,17.8524
26.7,1011.7,73.3,27.18,19.404
26.5,1011.7,72.8,27.15,19.728
26.5,1011.6,72.4,27.17,19.8396
26.6,1011.7,71.8,27.18,19.3896
26.7,1011.7,72.4,27.18,19.9656
26.6,1011.6,72.3,27.15,19.1484
26.6,1011.6,71.5,27.12,19.1988
26.7,1011.5,73.1,27.15,18.3852
26.7,1011.5,72.2,27.17,20.3004
26.7,1011.3,73,27.17,18.7344
26.6,1011.2,73.5,27.14,21.258
26.5,1011,73.2,27.14,19.6416
26.6,1010.8,74.5,27.14,20.5164
26.8,1010.8,75.1,27.13,20.9952
26.6,1010.8,73.1,27.13,21.3336
26.5,1010.9,71.3,27.12,21.2796
26.7,1010.9,74,27.12,20.0916
26.6,1010.9,73.6,27.12,20.8728
26.7,1011.1,74.2,27.12,19.0764
26.6,1011.2,72.8,27.1,17.8236
26.6,1011.3,72.6,27.1,17.3844
26.8,1011.3,74.6,27.1,15.822
26.6,1011.5,72.3,27.1,15.1272
26.6,1011.6,71.5,27.08,16.2288
26.6,1011.8,70.5,27.07,15.7428
26.6,1011.7,72,27.07,15.8076
26.7,1011.8,74.1,27.07,16.164
26.7,1011.8,71.5,27.07,15.858
26.6,1011.9,71.4,27.07,15.93
26.7,1012.1,72,27.07,15.9804
26.5,1012,70.6,27.07,17.6148
26.7,1011.9,70.8,27.06,16.794
26.6,1012,72,27.06,16.6932
26.5,1012,72.3,27.07,16.65
26.6,1012,73.4,27.07,16.9092
26.6,1012.2,73.5,27.07,18.558
26.5,1012.2,73.7,27.06,21.4236
26.5,1012,74.7,27.06,22.4892
26.6,1012.1,74.8,27.06,23.94
26.4,1012,70.3,27.05,25.2864
26.6,1012,73.6,27.04,25.2432
26.5,1012.2,72.7,27.05,23.8284
26.5,1012.4,73.8,27.04,22.4856
26.6,1012.6,74,27.04,22.8096
26.5,1012.8,74.6,27.04,22.3128
26.5,1012.9,74.3,27.04,20.8152
26.5,1012.8,75.9,27.04,21.3912
26.6,1012.8,76.6,27.05,21.0636
26.4,1013,74.8,27.05,26.8668
26.4,1013,74.7,27.06,27.6084
26.3,1013.2,72.8,27.07,27.5508
26.6,1013.3,76.6,27.08,25.218
26.4,1013.4,74.6,27.08,27.1296
26.7,1013.3,76.5,27.06,26.622
26.4,1013.2,71.4,27.06,27.8208
26.5,1013.2,72.4,27.06,28.1052
26.5,1013,74.6,27.06,26.8272
26.4,1013.1,71.6,27.06,27.27
26.6,1013,70.4,27.05,25.7256
26.5,1012.8,71.5,27.05,27.5436
26.6,1012.8,74.7,27.04,25.4988
26.4,1012.8,71.7,27.04,26.5284
26.4,1012.7,69.4,27.02,27.7884
26.3,1012.6,68.9,27.01,26.8056
26.5,1012.4,71.4,27.01,25.6032
26.4,1012.3,73,27.02,24.4908
26.3,1012.2,73,27.01,25.3584
26.3,1012.3,72.2,27.01,23.0904
26.3,1012.2,74.5,27.01,22.14
26.3,1012.2,72.8,27.01,24.354
26.3,1011.9,72,27.01,26.46
26.3,1011.8,73.1,27.01,25.5168
26.4,1011.7,70.8,27.01,25.1028
26.3,1011.7,70.2,27,22.0824
26.4,1011.6,74.4,27,20.2572
26.3,1011.3,73.8,26.99,20.9376
26.2,1011.2,72.8,26.98,19.1088
26.1,1011.3,72.5,26.98,22.8348
26.2,1011.3,71.8,26.98,23.31
26.1,1011.2,70.9,26.98,22.9104
26.1,1011.1,70.5,26.98,21.2076
26.2,1011.2,70.6,27,20.9196
26.3,1011.3,70.8,27.01,21.5424
26.3,1011.2,71,27.01,19.0692
26.2,1011.3,69.9,27.01,19.3752
26.2,1011.3,69.8,26.98,19.89
26.1,1011.3,70.2,26.95,18.7272
26.3,1011.3,71.1,26.93,18.0936
26.4,1011.3,70.9,26.95,16.4952
26.1,1011.5,70.6,26.98,17.3592
26.2,1011.5,69.9,26.96,19.368
26.1,1011.6,70.4,26.96,17.4096
26.2,1011.6,71.9,26.96,18.3744
26.2,1011.5,69.1,26.98,18.3924
26.2,1011.5,71.8,26.99,19.4148
26.2,1011.6,70,26.99,18.2412
26.2,1011.7,70.5,26.99,16.8156
26.3,1011.8,73.4,26.99,15.7824
26.2,1011.8,72.5,26.98,15.6492
26.2,1011.9,70.1,26.99,16.1028
26.3,1012,71.5,26.99,17.0604
26.3,1012,70.8,27,19.1556
26.5,1012.2,71.1,27,18.4284
26.4,1012.5,69.4,27,17.5068
26.5,1012.6,69.1,27,17.4636
26.5,1012.8,70.4,27.01,17.8416
26.5,1012.9,70.6,27,18.8532
26.5,1013,69.3,27.01,18.6768
26.4,1013,71.6,27.02,19.3104
26.4,1013.3,70,27.02,18.8676
26.5,1013.4,71.6,27.04,18.5724
26.5,1013.6,69.4,27.04,18.4896
26.5,1013.5,69.5,27.03,19.5768
26.7,1013.6,70.6,27.06,18.5472
26.6,1013.8,74.3,27.06,17.118
26.6,1013.7,71.4,27.08,18.2124
26.5,1013.6,71.7,27.09,19.2132
26.6,1013.6,72.9,27.1,21.6972
26.6,1013.7,71.6,27.11,21.402
26.6,1013.6,70.5,27.07,20.0556
26.6,1013.4,71,27.1,18.6084
26.6,1013.5,69,27.11,19.4256
26.7,1013.5,71.2,27.12,18.288
26.7,1013.5,72.7,27.12,17.3268
26.6,1013.4,72.3,27.13,17.442
26.6,1013.4,73.5,27.12,18.072
26.7,1013.3,72.8,27.14,16.4988
26.9,1013.2,74.9,27.15,16.9488
26.6,1013,73.6,27.15,18.612
26.7,1012.9,74.8,27.15,18.3024
26.7,1012.8,76.4,27.17,17.0064
26.6,1012.6,75.5,27.19,16.7688
26.6,1012.4,75.4,27.17,18.0432
26.6,1012.4,74.9,27.19,16.7544
26.7,1012.4,75.8,27.19,15.6312
26.7,1012.1,75.6,27.19,14.1768
26.7,1011.8,76.3,27.19,14.274
26.6,1011.5,75.4,27.21,15.1092
26.6,1011.3,75.6,27.19,17.1432
26.7,1011.1,76,27.2,15.264
26.8,1011.1,75.9,27.22,15.4008
26.7,1011,76.1,27.23,14.1372
